id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000166,2000166,   166 Rhodope,166,Rhodope,,N,N,9.9,52.393,0.046,0.196,JPL 34,2459000.5,59000,20200531,J2000,0.211887943,2.684202123,2.115452056,12.02987215,128.9157314,264.3227867,188.8844358,3.25295219,0.224120329,2459763.999,20220703.5,1606.279994,4.397754945,1.1611,451.865287,3.64E-08,8.67E-09,9.85E-08,3.80E-06,2.00E-05,2.18E-05,1.05E-05,1.05E-08,1.09E-09,4.84E-05,7.78E-06,MBA,0.4245
a0000167,2000167,   167 Urda,167,Urda,,N,N,9.2,39.935,0.223,0.264,JPL 34,2459000.5,59000,20200531,J2000,0.037806027,2.854407884,2.746494063,2.212391681,166.1890721,131.9739583,324.993795,2.962321705,0.204376061,2459171.783,20201118.28,1761.458742,4.822611203,1.73135,673.7894795,3.73E-08,9.78E-09,1.08E-07,4.01E-06,0.00010398,0.00011645,5.34E-05,1.02E-08,1.05E-09,0.00026169,9.06E-06,MBA,0.46251
a0000168,2000168,   168 Sibylla,168,Sibylla,,N,N,8.1,145.366,0.056,3.219,JPL 43,2459000.5,59000,20200531,J2000,0.07406998,3.373861224,3.123959393,4.669318207,205.9600208,175.3661175,32.68465969,3.623763056,0.159042521,2458794.991,20191107.49,2263.545607,6.197250123,2.1267,827.647839,4.08E-08,1.46E-08,1.43E-07,4.45E-06,4.89E-05,5.58E-05,2.64E-05,1.57E-08,1.04E-09,0.00016604,1.47E-05,OMB,0.44459
a0000169,2000169,   169 Zelia,169,Zelia,,N,N,9.5,37.517,0.188,0.706,JPL 32,2459000.5,59000,20200531,J2000,0.131147075,2.357738302,2.04852782,5.500080463,354.7495798,334.9978207,270.6120324,2.666948785,0.272245479,2459328.836,20210424.34,1322.336011,3.620358688,1.03936,404.4877312,3.74E-08,5.75E-09,8.87E-08,4.35E-06,3.79E-05,4.08E-05,1.64E-05,6.50E-09,9.96E-10,6.07E-05,4.84E-06,MBA,0.44657
a0000170,2000170,   170 Maria,170,Maria,,N,N,9.4,33.136,0.282,0.831,JPL 41,2459000.5,59000,20200531,J2000,0.063495466,2.553287575,2.391165391,14.37880489,301.296648,158.2681799,67.20213581,2.715409759,0.241576384,2458722.318,20190826.82,1490.211891,4.0799778,1.41217,549.5741989,3.41E-08,7.15E-09,8.69E-08,4.32E-06,1.76E-05,4.73E-05,4.22E-05,7.61E-09,1.02E-09,0.0001748,6.26E-06,MBA,0.41393
a0000171,2000171,   171 Ophelia,171,Ophelia,,N,N,8.6,130.808,0.076,1.483,JPL 111,2459000.5,59000,20200531,J2000,0.132047481,3.130117395,2.716793277,2.546746702,100.4765928,55.98180926,261.2654696,3.543441514,0.177976694,2459555.261,20211206.76,2022.736755,5.537951416,1.72752,672.2989584,3.44E-08,1.03E-08,1.08E-07,3.41E-06,8.91E-05,9.01E-05,1.40E-05,1.17E-08,8.82E-10,7.95E-05,1.00E-05,MBA,0.43737
a0000172,2000172,   172 Baucis,172,Baucis,,N,N,8.7,62.43,0.1382,1.2,JPL 74,2459000.5,59000,20200531,J2000,0.114324025,2.379692415,2.107636401,10.02031833,331.9167711,359.7120369,190.7777102,2.651748429,0.268486736,2459630.782,20220220.28,1340.848364,3.671042748,1.09701,426.9233817,4.18E-08,5.41E-09,9.93E-08,4.66E-06,2.28E-05,2.91E-05,1.87E-05,6.03E-09,9.16E-10,7.01E-05,4.58E-06,MBA,0.45412
a0000173,2000173,   173 Ino,173,Ino,,N,N,8,125.821,0.096,1.489,JPL 94,2459000.5,59000,20200531,J2000,0.208922392,2.742915109,2.169858722,14.1980647,148.1681914,228.8328059,120.8690796,3.315971495,0.216962923,2458443.404,20181120.9,1659.269678,4.542832795,1.19626,465.5485042,2.85E-08,7.33E-09,7.64E-08,4.06E-06,1.09E-05,1.51E-05,1.13E-05,8.86E-09,8.70E-10,5.12E-05,6.65E-06,MBA,0.46749
a0000174,2000174,   174 Phaedra,174,Phaedra,,N,N,8.3,64.849,0.169,0.392,JPL 51,2459000.5,59000,20200531,J2000,0.141161426,2.861916562,2.45792434,12.12324734,327.6570344,289.5067494,255.2908072,3.265908784,0.203572271,2459514.859,20211027.36,1768.413733,4.84165293,1.47496,574.0101832,3.80E-08,1.04E-08,1.09E-07,4.41E-06,1.97E-05,2.55E-05,1.82E-05,1.19E-08,1.11E-09,9.02E-05,9.67E-06,MBA,0.45167
a0000175,2000175,   175 Andromache,175,Andromache,,N,N,8.4,94.532,0.094,1.084,JPL 46,2459000.5,59000,20200531,J2000,0.233241986,3.183538033,2.441003299,3.218514372,21.33500213,320.1460246,278.9672839,3.926072768,0.173515793,2459467.505,20210910,2074.739097,5.680326069,1.434,558.06978,3.55E-08,9.54E-09,1.16E-07,4.25E-06,7.63E-05,7.68E-05,1.14E-05,1.18E-08,7.80E-10,6.67E-05,9.32E-06,MBA,0.43319
a0000176,2000176,   176 Iduna,176,Iduna,,N,N,8.2,106.976,0.106,1.08,JPL 47,2459000.5,59000,20200531,J2000,0.170928929,3.182231017,2.638295677,22.6697684,200.4915036,188.5553142,47.82971032,3.726166356,0.173622705,2458725.019,20190829.52,2073.461537,5.6768283,1.64416,639.8577472,3.16E-08,9.94E-09,1.01E-07,3.46E-06,9.94E-06,1.48E-05,1.08E-05,1.16E-08,8.14E-10,6.19E-05,9.72E-06,MBA,0.43401
a0000177,2000177,   177 Irma,177,Irma,,N,N,9.6,69.049,0.061,0.649,JPL 85,2459000.5,59000,20200531,J2000,0.233641161,2.770853528,2.123468094,1.382254495,346.9778577,39.35551068,340.3507654,3.418238962,0.213689765,2459092.452,20200830.95,1684.685276,4.612416909,1.12803,438.9954351,3.54E-08,9.68E-09,9.76E-08,4.30E-06,0.0001615,0.00016174,1.05E-05,1.19E-08,1.12E-09,4.94E-05,8.83E-06,MBA,0.47931
a0000178,2000178,   178 Belisana,178,Belisana,,N,N,9.4,35.81,0.2438,0.9,JPL 40,2459000.5,59000,20200531,J2000,0.042889552,2.459928703,2.354423463,1.893683273,51.0928338,211.3572188,118.5166731,2.565433943,0.255458463,2458536.563,20190222.06,1409.23106,3.858264368,1.33905,521.1180885,3.60E-08,6.96E-09,8.80E-08,4.06E-06,0.00012671,0.00013673,5.17E-05,7.26E-09,1.08E-09,0.00020218,5.98E-06,MBA,0.46459
a0000179,2000179,   179 Klytaemnestra,179,Klytaemnestra,,N,N,8.1,69.946,0.198,0.518,JPL 31,2459000.5,59000,20200531,J2000,0.110185139,2.972150328,2.64466353,7.818348549,251.8652306,103.71708,348.0182884,3.299637127,0.192352536,2459062.79,20200801.29,1871.563576,5.124061811,1.65449,643.8778733,4.07E-08,1.32E-08,1.22E-07,4.84E-06,3.39E-05,4.08E-05,2.40E-05,1.47E-08,1.28E-09,0.00012483,1.25E-05,MBA,0.497
a0000180,2000180,   180 Garumna,180,Garumna,,N,N,10.2,23.44,0.242,0.414,JPL 31,2459000.5,59000,20200531,J2000,0.167389328,2.720860833,2.265417768,0.86779067,311.8667482,176.1796077,248.973623,3.176303899,0.219606192,2459506.07,20211018.57,1639.298043,4.488153437,1.28049,498.3282933,3.74E-08,9.34E-09,1.01E-07,4.37E-06,0.00026241,0.0002627,1.40E-05,1.09E-08,1.13E-09,6.50E-05,8.45E-06,MBA,0.46683
a0000181,2000181,   181 Eucharis,181,Eucharis,,N,N,7.9,115.383,0.101,1.464,JPL 69,2459000.5,59000,20200531,J2000,0.206790717,3.124488678,2.478373425,18.89346293,143.0198638,318.9291754,281.9223372,3.770603932,0.178457844,2459438.013,20210811.51,2017.283145,5.523020246,1.52406,593.1184302,3.55E-08,1.16E-08,1.11E-07,4.49E-06,1.12E-05,1.47E-05,1.11E-05,1.39E-08,9.90E-10,6.32E-05,1.12E-05,MBA,0.41353
a0000182,2000182,   182 Elsa,182,Elsa,,N,N,9.1,39.52,0.196,0.387,JPL 103,2459000.5,59000,20200531,J2000,0.186482219,2.416075104,1.965520057,2.005421638,107.1839277,310.8437332,27.09470483,2.866630152,0.262445076,2458897.26,20200217.76,1371.715583,3.755552589,0.978468,380.7903916,3.43E-08,5.80E-09,8.31E-08,3.98E-06,0.00012604,0.0001266,1.24E-05,6.88E-09,9.45E-10,4.72E-05,4.94E-06,MBA,0.51539
a0000183,2000183,   183 Istria,183,Istria,,N,N,9.6,32.927,0.227,0.168,JPL 41,2459000.5,59000,20200531,J2000,0.349769154,2.792681089,1.815887388,26.38815454,141.9040498,264.0825552,230.8424325,3.769474791,0.211189371,2459612.072,20220201.57,1704.63124,4.667025981,1.0128,394.151376,3.56E-08,9.68E-09,9.86E-08,4.09E-06,9.52E-06,1.10E-05,8.91E-06,1.31E-08,1.10E-09,4.45E-05,8.86E-06,MBA,0.38902
a0000184,2000184,   184 Dejopeja,184,Dejopeja,,N,N,8.4,62.483,0.215,0.32,JPL 84,2459000.5,59000,20200531,J2000,0.065930396,3.186591878,2.976498615,1.143320113,331.561841,210.3940146,0.914980892,3.396685142,0.173266422,2458995.219,20200525.72,2077.725138,5.688501405,1.979,770.16743,3.88E-08,1.35E-08,1.24E-07,4.31E-06,0.00019971,0.00020206,3.08E-05,1.44E-08,1.10E-09,0.000178,1.32E-05,MBA,0.44649
a0000185,2000185,   185 Eunike,185,Eunike,,N,N,7.7,160.464,0.062,2.016,JPL 86,2459000.5,59000,20200531,J2000,0.128442894,2.739787276,2.387881069,23.23849991,153.7831711,223.4859821,272.6385174,3.091693483,0.217334568,2459402.468,20210706.97,1656.432311,4.535064507,1.42111,553.0533787,3.31E-08,7.16E-09,9.03E-08,4.04E-06,9.34E-06,1.85E-05,1.76E-05,8.08E-09,8.52E-10,8.19E-05,6.50E-06,MBA,0.41358
a0000186,2000186,   186 Celuta,186,Celuta,,N,N,9.1,49.99,0.1929,1.6,JPL 72,2459000.5,59000,20200531,J2000,0.150321422,2.361842697,2.006807143,13.18435006,14.7529968,315.5296337,295.550151,2.716878251,0.271536127,2459237.853,20210123.35,1325.790434,3.629816382,1.0193,396.680981,4.37E-08,6.95E-09,1.04E-07,5.52E-06,1.75E-05,2.41E-05,1.82E-05,8.00E-09,1.20E-09,6.73E-05,5.85E-06,MBA,0.4508
a0000187,2000187,   187 Lamberta,187,Lamberta,,N,N,8.3,147.294,0.044,1.389,JPL 90,2459000.5,59000,20200531,J2000,0.241295618,2.727125382,2.069081979,10.58457664,21.69147863,196.8222874,163.9267712,3.385168785,0.218849932,2458251.463,20180512.96,1644.962815,4.503662739,1.0647,414.349299,3.39E-08,7.79E-09,9.09E-08,3.34E-06,1.72E-05,1.84E-05,8.25E-06,9.67E-09,9.38E-10,3.66E-05,7.05E-06,MBA,0.45652
a0000188,2000188,   188 Menippe,188,Menippe,,N,N,9.4,35.752,0.242,0.371,JPL 63,2459000.5,59000,20200531,J2000,0.17939717,2.760638773,2.26538799,11.70492515,240.8944614,70.1707179,287.3670493,3.255889556,0.214876885,2459338.521,20210504.02,1675.377975,4.586934908,1.2827,499.188359,3.99E-08,9.47E-09,1.12E-07,4.39E-06,2.12E-05,2.41E-05,1.34E-05,1.12E-08,1.11E-09,6.32E-05,8.62E-06,MBA,0.43695
a0000189,2000189,   189 Phthia,189,Phthia,,N,N,9.3,38.49,0.17,0.317,JPL 76,2459000.5,59000,20200531,J2000,0.035661347,2.450068801,2.362696047,5.175021147,203.3578434,168.1126569,336.5911598,2.537441555,0.257002089,2459091.584,20200830.08,1400.766823,3.835090549,1.36242,530.2129914,3.83E-08,6.52E-09,9.50E-08,4.28E-06,4.64E-05,7.76E-05,6.31E-05,6.75E-09,1.03E-09,0.00024554,5.59E-06,MBA,0.48007
a0000190,2000190,   190 Ismene,190,Ismene,,N,N,7.7,159,0.066,,JPL 104,2459000.5,59000,20200531,J2000,0.166707924,3.986862469,3.322220905,6.176684878,175.4558551,271.1249638,308.8280948,4.651504033,0.123810419,2459413.809,20210718.31,2907.671291,7.960770134,2.34663,913.2379971,3.80E-08,2.98E-08,1.60E-07,4.96E-06,3.94E-05,4.23E-05,1.83E-05,3.48E-08,1.39E-09,0.00015048,3.26E-05,OMB,0.47367
a0000191,2000191,   191 Kolga,191,Kolga,,N,N,9,94.536,0.046,0.433,JPL 103,2459000.5,59000,20200531,J2000,0.089995092,2.896592915,2.63591377,11.50651828,159.2557899,226.2249526,247.3299247,3.15727206,0.199927658,2459564.054,20211215.55,1800.651317,4.929914625,1.65163,642.7648471,8.07E-09,9.01E-09,2.00E-08,2.28E-07,1.66E-06,1.17E-05,1.17E-05,9.82E-09,9.33E-10,5.89E-05,8.40E-06,MBA,0.32428
a0000192,2000192,   192 Nausikaa,192,Nausikaa,,N,N,7.3,98.776,0.327,1.237,JPL 106,2459000.5,59000,20200531,J2000,0.245256162,2.403337756,1.813904363,6.798427969,343.0993215,30.67382542,104.0022741,2.99277115,0.26453422,2458607.348,20190503.85,1360.882536,3.725893321,0.817786,318.2577776,2.54E-08,2.96E-09,6.07E-08,3.28E-06,2.90E-05,3.00E-05,8.35E-06,3.68E-09,4.88E-10,3.12E-05,2.51E-06,MBA,0.53347
a0000193,2000193,   193 Ambrosia,193,Ambrosia,,N,N,9.7,26.302,0.343,0.202,JPL 36,2459000.5,59000,20200531,J2000,0.297141544,2.599717671,1.827233549,11.99350138,349.5131962,82.49982622,299.2485118,3.372201794,0.235133655,2459258.87,20210213.37,1531.044121,4.191770352,0.886108,344.8466504,4.23E-08,6.97E-09,1.09E-07,4.40E-06,2.27E-05,2.36E-05,6.77E-06,9.04E-09,9.46E-10,2.91E-05,6.16E-06,MBA,0.34648
a0000194,2000194,   194 Prokne,194,Prokne,,N,N,7.8,161.667,0.057,1.252,JPL 128,2459000.5,59000,20200531,J2000,0.238044468,2.615586921,1.992960925,18.51108716,159.2675466,162.9949843,8.815509009,3.238212917,0.232997005,2458962.665,20200423.16,1545.084239,4.2302101,0.987698,384.3824307,2.87E-08,5.10E-09,7.50E-08,3.46E-06,1.05E-05,1.28E-05,9.00E-06,6.32E-09,6.82E-10,3.86E-05,4.52E-06,MBA,0.46693
a0000195,2000195,   195 Eurykleia,195,Eurykleia,,N,N,9.2,93.109,0.051,0.719,JPL 40,2459000.5,59000,20200531,J2000,0.043359578,2.877101651,2.752351737,6.970582201,6.973411686,118.373188,37.03205762,3.001851565,0.201962745,2458817.139,20191129.64,1782.506968,4.880238105,1.77512,690.8234504,3.43E-08,9.41E-09,9.99E-08,4.36E-06,3.05E-05,5.93E-05,5.00E-05,9.81E-09,9.90E-10,0.00024761,8.74E-06,MBA,0.41498
a0000196,2000196,   196 Philomela,196,Philomela,,N,N,6.5,144.626,0.342,4.085,JPL 110,2459000.5,59000,20200531,J2000,0.015724069,3.114626367,3.065651766,7.262362347,72.32446698,201.1711813,162.1308994,3.163600968,0.179306131,2458096.287,20171208.79,2007.739487,5.496891136,2.05073,798.0825941,3.66E-08,7.32E-09,1.13E-07,4.04E-06,2.99E-05,0.00012692,0.00012349,7.44E-09,6.32E-10,0.00068818,7.08E-06,MBA,0.44962
a0000197,2000197,   197 Arete,197,Arete,,N,N,9.4,31.729,0.373,0.449,JPL 39,2459000.5,59000,20200531,J2000,0.164435964,2.740095343,2.289525124,8.79328452,81.60587516,245.9375106,325.3898773,3.190665561,0.217297916,2459159.775,20201106.27,1656.711697,4.535829425,1.2946,503.819482,3.61E-08,8.06E-09,9.98E-08,4.00E-06,2.73E-05,3.00E-05,1.45E-05,9.39E-09,9.59E-10,6.71E-05,7.31E-06,MBA,0.43619
a0000198,2000198,   198 Ampella,198,Ampella,,N,N,8.5,54.323,0.268,0.343,JPL 74,2459000.5,59000,20200531,J2000,0.227136069,2.459257379,1.900671326,9.320996637,268.2593246,89.14691618,128.3155329,3.017843431,0.255563072,2458498.411,20190114.91,1408.654223,3.856685072,0.924224,359.6802541,3.22E-08,4.42E-09,7.88E-08,4.34E-06,2.30E-05,2.53E-05,1.13E-05,5.42E-09,6.88E-10,4.35E-05,3.79E-06,MBA,0.42137
a0000199,2000199,   199 Byblis,199,Byblis,,N,N,8.5,76.129,0.107,0.594,JPL 107,2459000.5,59000,20200531,J2000,0.180541869,3.165432366,2.593939291,15.48087584,88.58171456,180.3554177,331.3054972,3.736925442,0.175006636,2459164.462,20201110.96,2057.064858,5.63193664,1.57787,614.0596679,4.32E-08,1.24E-08,1.41E-07,4.71E-06,1.66E-05,2.07E-05,1.45E-05,1.47E-08,1.03E-09,8.32E-05,1.21E-05,MBA,0.41962
